Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
65.2299978733	22	-0.62522894	0.1497893	-0.3760044	-1.0566859	21.0	0.0	-0.029772805	-0.029772805	-0.021176362	-0.021176362	-0.6779425	0.29947522	0.2680587	0.23107922	0.7047484	1008	23184
67.6774618626	23	0.6231196	4.3360815	19.18339	-0.8260657	21.0	0.0	0.02967236	0.02967236	0.042558156	0.042558156	-0.60570467	0.28218034	0.36593372	0.32145235	0.6422981	1008	24192
70.0639579296	24	-0.19988216	2.8557544	19.355045	-1.0011154	21.0	0.0	-0.009518197	-0.009518197	-0.0015654848	-0.0015654848	-0.65612996	0.28224188	0.31692973	0.23788294	0.6878229	1008	25200
72.5021779537	25	-0.014342745	4.232116	28.982468	-1.0099269	21.0	0.0	-0.00068298785	-0.00068298785	0.0108585395	0.0108585395	-0.6590667	0.33977896	0.39572603	0.26064008	0.6986392	1008	26208
74.9546639919	26	1.8711376	6.896389	39.324036	-1.0107872	21.0	0.0	0.08910179	0.08910179	0.111871794	0.111871794	-0.6078336	0.4444047	0.5824181	0.32786378	0.66607547	1008	27216
77.3532128334	27	6.220225	17.150515	88.97279	-0.9277135	21.0	0.0	0.29620123	0.29620123	0.32247156	0.32247156	-0.6825421	0.5087128	0.6460887	0.3313108	0.7471509	1008	28224
79.7469668388	28	8.061345	20.001228	88.981026	-0.93271124	21.0	0.0	0.38387358	0.38387358	0.43294498	0.43294498	-0.490524	0.52507234	1.0018027	0.35724288	0.5907042	1008	29232
82.1814959049	29	13.483681	22.255728	79.13708	-0.80480516	21.0	0.0	0.64208	0.64208	0.6811339	0.6811339	-0.5455981	0.56809944	1.1192652	0.5095349	0.65752465	1008	30240
84.7650279999	30	24.084496	25.497934	89.03726	-0.84520006	21.0	0.0	1.1468807	1.1468807	1.200834	1.200834	-0.4526591	0.48041785	1.2635511	0.59713227	0.5790142	1008	31248
87.1360428333	31	21.177378	21.940483	79.07731	-0.8845767	21.0	0.0	1.0084465	1.0084465	1.0504912	1.0504912	-0.48416656	0.49959132	1.3725111	0.67756146	0.62141764	1008	32256
89.5363328457	32	24.689453	23.89028	79.22078	-0.85844505	21.0	0.0	1.1756881	1.1756881	1.2333193	1.2333193	-0.39535695	0.46244258	1.3392329	0.4850247	0.5292803	1008	33264
91.9161939621	33	28.2306	25.478016	78.921715	-0.8012115	21.0	0.0	1.3443143	1.3443143	1.3951529	1.3951529	-0.45781147	0.5550092	1.3543806	0.4133139	0.59324956	1008	34272
94.4067468643	34	23.811777	22.896652	79.05536	-0.8299409	21.0	0.0	1.1338942	1.1338942	1.1910288	1.1910288	-0.51920295	0.5399881	1.59883	0.5996198	0.67908597	1008	35280
96.7853198051	35	32.524826	22.836695	99.03453	-0.78846866	21.0	0.0	1.5488011	1.5488011	1.6207945	1.6207945	-0.4730881	0.71208894	1.5602916	0.50871384	0.62911725	1008	36288
99.1179130077	36	33.115532	26.85859	89.12828	-1.0892737	21.0	0.0	1.57693	1.57693	1.6429881	1.6429881	-0.2928164	0.4399433	1.5958037	0.49033004	0.45239675	1008	37296
101.46485281	37	34.350468	25.756119	79.18206	-0.96943575	21.0	0.0	1.6357366	1.6357366	1.7063857	1.7063857	-0.32676008	0.53482306	1.6634189	0.5816504	0.49310195	1008	38304
103.844907999	38	30.79718	26.344395	79.0882	-1.0924807	21.0	0.0	1.4665326	1.4665326	1.5218586	1.5218586	-0.35453403	0.48850465	1.7019067	0.6195975	0.5247247	1008	39312
106.220248938	39	34.489853	24.327625	88.92337	-1.0570998	21.0	0.0	1.6423739	1.6423739	1.7028652	1.7028652	-0.26965058	0.3840355	1.639195	0.63168544	0.43357006	1008	40320
108.527710915	40	34.265667	26.886774	79.019	-1.2838451	21.0	0.0	1.6316984	1.6316984	1.6950237	1.6950237	-0.31382197	0.44469267	1.5223514	0.4742649	0.46605706	1008	41328
110.870733023	41	41.328632	24.27044	98.61014	-1.0622348	21.0	0.0	1.9680301	1.9680301	2.0293102	2.0293102	-0.3608995	0.49921274	1.713248	0.619924	0.5322243	1008	42336
113.275996923	42	41.105434	27.36297	98.91273	-0.9484694	21.0	0.0	1.9574016	1.9574016	2.0108767	2.0108767	-0.3806473	0.44642472	1.493566	0.48752683	0.5300039	1008	43344
115.727010012	43	39.448147	30.6504	108.70983	-1.0922351	21.0	0.0	1.8784832	1.8784832	1.9270959	1.9270959	-0.47099376	0.52599573	1.599795	0.54024786	0.6309732	1008	44352
118.292239904	44	52.92702	22.663588	98.79754	-1.2243776	21.0	0.0	2.5203345	2.5203345	2.5739295	2.5739295	-0.35686582	0.51339716	1.5249748	0.59261423	0.5093634	1008	45360
120.730312824	45	48.984722	24.589176	108.71508	-0.9527918	21.0	0.0	2.3326056	2.3326056	2.3891048	2.3891048	-0.48828238	0.5673072	1.523705	0.6161073	0.6406529	1008	46368
123.142668009	46	53.7536	26.761206	108.786545	-0.85942715	21.0	0.0	2.5596952	2.5596952	2.6102939	2.6102939	-0.40820283	0.49700913	1.5863048	0.5294043	0.5668333	1008	47376
125.691766977	47	56.98581	25.588127	108.41671	-0.89544594	21.0	0.0	2.7136102	2.7136102	2.7678187	2.7678187	-0.43480298	0.64888114	1.4919124	0.6149363	0.58399427	1008	48384
128.088015795	48	54.31889	30.460186	108.4244	-0.93208146	21.0	0.0	2.5866134	2.5866134	2.635943	2.635943	-0.4059673	0.4340098	1.7626269	0.7456322	0.58223	1008	49392
130.47321701	49	66.77857	23.863873	108.47011	8.892073	21.0	0.0	3.1799319	3.1799319	3.229013	3.229013	-0.43334672	0.4931681	1.6207318	0.563204	0.5954199	1008	50400
132.821504831	50	65.94995	24.282137	118.731674	9.063235	21.0	0.0	3.1404738	3.1404738	3.187993	3.187993	-0.4438938	0.49759743	1.5834879	0.63028675	0.6022426	1008	51408
135.228645802	51	74.825554	22.647745	118.61217	18.730885	21.0	0.0	3.563122	3.563122	3.6077049	3.6077049	-0.4270366	0.4805345	1.6366652	0.7064902	0.5907031	1008	52416
137.696102858	52	70.21356	25.312033	128.61345	-0.9381575	21.0	0.0	3.343503	3.343503	3.3859546	3.3859546	-0.41923538	0.41619077	1.429143	0.43198484	0.56214964	1008	53424
140.077791929	53	77.256744	20.782185	118.3491	29.003784	21.0	0.0	3.6788929	3.6788929	3.7246034	3.7246034	-0.5018246	0.52080804	1.659059	0.70565313	0.6677305	1008	54432
142.42700696	54	84.14925	20.609964	118.390724	38.902557	21.0	0.0	4.007107	4.007107	4.0495934	4.0495934	-0.35104066	0.39604896	1.7500156	0.6843675	0.5260422	1008	55440
144.793867826	55	81.20513	18.992859	118.7013	38.849766	21.0	0.0	3.866911	3.866911	3.9063313	3.9063313	-0.46800447	0.50247604	1.7868662	0.7159206	0.6466911	1008	56448
147.341278791	56	84.055725	24.360527	128.1616	-0.9255062	21.0	0.0	4.0026536	4.0026536	4.0461135	4.0461135	-0.35585338	0.41538012	1.7101182	0.5940214	0.5268652	1008	57456
149.742102861	57	90.30486	21.969368	128.51247	9.273536	21.0	0.0	4.3002315	4.3002315	4.344332	4.344332	-0.4623048	0.51733744	1.8424767	0.5502968	0.6465525	1008	58464
152.106445789	58	91.723305	16.461056	128.23558	58.558647	21.0	0.0	4.3677764	4.3677764	4.41867	4.41867	-0.36120406	0.44867468	1.8795686	0.54389524	0.5491609	1008	59472
154.491604805	59	85.921326	21.905294	118.58666	28.912514	21.0	0.0	4.0914917	4.0914917	4.141241	4.141241	-0.49671242	0.48809847	1.9351058	0.5367294	0.690223	1008	60480
157.025513887	60	90.07954	17.125925	118.541916	28.570435	21.0	0.0	4.2895017	4.2895017	4.3397264	4.3397264	-0.5474533	0.62271005	2.0416195	0.46612483	0.75161517	1008	61488
159.420539856	61	89.18451	14.837184	118.38855	48.77236	21.0	0.0	4.2468815	4.2468815	4.294065	4.294065	-0.35148704	0.3878598	1.9675441	0.4291453	0.54824144	1008	62496
161.765997887	62	90.04773	17.240084	128.41353	38.938316	21.0	0.0	4.287987	4.287987	4.337597	4.337597	-0.47726876	0.47825414	2.03152	0.50234985	0.68042076	1008	63504
164.100543976	63	95.01528	16.8654	128.28195	28.99974	21.0	0.0	4.524537	4.524537	4.5750093	4.5750093	-0.3795491	0.4290011	1.9294806	0.5216025	0.5724971	1008	64512
166.432959795	64	95.41025	14.756633	128.23105	68.55936	21.0	0.0	4.543345	4.543345	4.589777	4.589777	-0.392497	0.4412244	1.9495305	0.44673488	0.58745	1008	65520
168.992208004	65	96.84189	16.012386	138.14896	59.08812	21.0	0.0	4.611518	4.611518	4.66057	4.66057	-0.43905538	0.49977258	2.0977898	0.6938182	0.6488344	1008	66528
171.306313992	66	96.616844	13.571652	118.54828	68.37676	21.0	0.0	4.600802	4.600802	4.647906	4.647906	-0.40539262	0.52261764	2.0034091	0.5435778	0.6057335	1008	67536
173.650357008	67	100.31296	16.614798	137.70084	58.92234	21.0	0.0	4.7768073	4.7768073	4.8272214	4.8272214	-0.4376286	0.49621737	1.8989222	0.48450002	0.62752086	1008	68544
175.963979959	68	97.84631	15.161333	128.08047	58.785374	21.0	0.0	4.659348	4.659348	4.7095985	4.7095985	-0.40283945	0.41872188	2.1294193	0.5160896	0.6157813	1008	69552
178.604133844	69	97.64453	15.806257	128.24191	68.586464	21.0	0.0	4.6497397	4.6497397	4.697379	4.697379	-0.39840794	0.4715544	2.0406137	0.6232084	0.6024693	1008	70560
181.074679852	70	99.45746	14.796863	138.16592	58.620422	21.0	0.0	4.73607	4.73607	4.7821345	4.7821345	-0.4497471	0.48026803	1.9581511	0.56826615	0.64556223	1008	71568
183.447324991	71	101.738914	17.332623	148.0009	68.441246	21.0	0.0	4.84471	4.84471	4.889607	4.889607	-0.4219516	0.46660078	1.88924	0.47786394	0.6108756	1008	72576
185.782102823	72	103.18317	16.722374	138.14781	68.62045	21.0	0.0	4.913484	4.913484	4.9638386	4.9638386	-0.44577837	0.5153438	1.9636362	0.4972547	0.64214206	1008	73584
188.221048832	73	102.72503	13.698921	128.3344	68.68175	21.0	0.0	4.891668	4.891668	4.9442058	4.9442058	-0.40825504	0.52073014	1.8857657	0.44138062	0.5968316	1008	74592
190.603739977	74	100.90359	13.499174	128.28717	68.81729	21.0	0.0	4.8049326	4.8049326	4.8502555	4.8502555	-0.4554878	0.5390233	1.9565594	0.528343	0.65114367	1008	75600
192.927703857	75	99.84121	14.88705	128.04002	68.5103	21.0	0.0	4.754343	4.754343	4.8047843	4.8047843	-0.43467814	0.47693914	2.0047708	0.5172386	0.6351552	1008	76608
195.271698952	76	102.9173	18.003847	128.27722	58.843426	21.0	0.0	4.9008236	4.9008236	4.9505677	4.9505677	-0.44611174	0.48360616	1.9743526	0.53285444	0.64354706	1008	77616
197.652406931	77	103.77753	14.564533	128.33351	58.837784	21.0	0.0	4.9417863	4.9417863	4.990842	4.990842	-0.36643207	0.42360678	1.9649479	0.44854963	0.5629268	1008	78624
200.182967901	78	102.73351	13.296221	128.19943	68.504326	21.0	0.0	4.8920717	4.8920717	4.932705	4.932705	-0.48962742	0.477767	2.0750957	0.5738508	0.697137	1008	79632
202.609218836	79	102.38443	15.424077	138.23268	68.43012	21.0	0.0	4.8754487	4.8754487	4.9233255	4.9233255	-0.4645668	0.46693793	1.9925902	0.5746312	0.6638258	1008	80640
204.981287003	80	101.94773	13.788983	128.08684	68.45387	21.0	0.0	4.854654	4.854654	4.901714	4.901714	-0.38884956	0.4114922	2.0545807	0.52273333	0.5943076	1008	81648
207.373562813	81	103.16494	16.138002	137.45297	48.640396	21.0	0.0	4.9126163	4.9126163	4.9615397	4.9615397	-0.3778569	0.44583982	2.0473442	0.5821775	0.5825913	1008	82656
209.90551281	82	101.48892	15.007137	128.36394	48.954166	21.0	0.0	4.832805	4.832805	4.878634	4.878634	-0.500844	0.49565572	1.9720114	0.57118607	0.69804513	1008	83664
212.279610872	83	97.587555	18.239809	127.83357	18.97115	21.0	0.0	4.647026	4.647026	4.697487	4.697487	-0.42133117	0.47993818	2.0226367	0.5346329	0.6235948	1008	84672
214.677310944	84	103.389336	13.568878	138.14197	58.860023	21.0	0.0	4.923302	4.923302	4.9693813	4.9693813	-0.4336971	0.49875388	1.9953096	0.58189076	0.63322806	1008	85680
217.100626945	85	97.41654	15.717628	128.43991	38.996117	21.0	0.0	4.638883	4.638883	4.684863	4.684863	-0.3825851	0.43737558	2.1440642	0.50340635	0.59699154	1008	86688
219.4843328	86	102.95353	15.686649	128.29297	58.582455	21.0	0.0	4.9025497	4.9025497	4.94566	4.94566	-0.42612725	0.46193764	1.9219835	0.45556548	0.6183256	1008	87696
222.01295495	87	102.95059	14.1175375	137.6662	78.35915	21.0	0.0	4.9024086	4.9024086	4.952355	4.952355	-0.4777797	0.46036336	1.9420434	0.5544005	0.671984	1008	88704
224.408686876	88	100.918884	14.400652	128.33975	68.35241	21.0	0.0	4.8056607	4.8056607	4.849597	4.849597	-0.3851761	0.44735742	2.096178	0.7933559	0.5947939	1008	89712
226.801235914	89	102.33744	13.059421	128.35022	58.58556	21.0	0.0	4.8732114	4.8732114	4.9215026	4.9215026	-0.46025097	0.45530814	2.0899844	0.6256677	0.6692494	1008	90720
229.155910969	90	103.759285	14.843972	128.297	58.64559	21.0	0.0	4.940918	4.940918	4.989621	4.989621	-0.39989457	0.48696274	2.1396706	0.593402	0.6138617	1008	91728
231.678028822	91	104.14526	13.769992	128.29778	68.42293	21.0	0.0	4.959298	4.959298	5.0080886	5.0080886	-0.46813846	0.48672682	1.9433064	0.56000876	0.66246915	1008	92736
234.106210947	92	103.151344	13.411052	137.9657	68.60823	21.0	0.0	4.9119687	4.9119687	4.9539475	4.9539475	-0.47442704	0.5087976	2.029487	0.5940376	0.67737573	1008	93744
236.478724003	93	101.89353	15.074026	128.57535	68.592636	21.0	0.0	4.852073	4.852073	4.895742	4.895742	-0.4278514	0.42539984	1.9807817	0.51899093	0.6259296	1008	94752
238.878667831	94	104.6351	13.551291	128.44926	78.41426	21.0	0.0	4.9826245	4.9826245	5.0260396	5.0260396	-0.37622982	0.4279616	2.0614161	0.46179935	0.5823714	1008	95760
241.540810823	95	103.15807	17.739357	128.25597	38.801147	21.0	0.0	4.9122887	4.9122887	4.9582973	4.9582973	-0.4060899	0.4464113	2.0945482	0.55835956	0.6155447	1008	96768
244.05409193	96	106.46942	14.696849	137.89622	68.11628	21.0	0.0	5.0699725	5.0699725	5.115553	5.115553	-0.5066397	0.4851426	2.1233668	0.67382205	0.7189764	1008	97776
246.592710018	97	102.13084	15.721711	138.034	49.040062	21.0	0.0	4.8633733	4.8633733	4.9130783	4.9130783	-0.47374716	0.5315438	2.0654569	0.55844647	0.68029284	1008	98784
249.025868893	98	103.15851	16.308998	137.64062	58.87474	21.0	0.0	4.91231	4.91231	4.9558067	4.9558067	-0.4243804	0.40358874	1.9837482	0.5163024	0.6227553	1008	99792
251.463001966	99	103.60873	12.954433	127.70682	58.823334	21.0	0.0	4.9337487	4.9337487	4.977405	4.977405	-0.417473	0.45356596	2.1000993	0.6239056	0.6274829	1008	100800
