Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
35.5149190426	10	-0.43716097	0.10434306	-0.27307463	-0.7554754	21.0	0.0	-0.020817187	-0.020817187	-0.01624247	-0.01624247	-0.68083966	0.20699441	0.19282809	0.19042614	0.7001225	1008	11088
37.8640220165	11	-0.45171937	0.102748066	-0.30707467	-0.69967127	21.0	0.0	-0.021510446	-0.021510446	-0.018951125	-0.018951125	-0.6754904	0.14729889	0.10504289	0.0921724	0.6859946	1008	12096
40.2601408958	12	-0.45143053	0.101604365	-0.28143352	-0.78875124	21.0	0.0	-0.021496693	-0.021496693	-0.02083045	-0.02083045	-0.68878937	0.07147404	0.03045965	0.03250648	0.6918353	1008	13104
42.765073061	13	-0.523654	0.11110324	-0.27270666	-0.77879894	21.0	0.0	-0.024935905	-0.024935905	-0.017694298	-0.017694298	-0.6699431	0.25246808	0.25196344	0.21850152	0.6951394	1008	14112
45.2378048897	14	-0.08693614	2.8334355	19.321735	-0.7841725	21.0	0.0	-0.0041398155	-0.0041398155	0.0027325456	0.0027325456	-0.6947136	0.26452458	0.2657888	0.17501915	0.7212925	1008	15120
47.8124668598	15	-0.32927707	1.3931166	9.190876	-0.78525025	21.0	0.0	-0.01567986	-0.01567986	-0.0086590545	-0.0086590545	-0.6778823	0.25867	0.21060464	0.17664921	0.69894266	1008	16128
50.2950110435	16	1.278756	5.9582505	29.357347	-0.857338	21.0	0.0	0.060893144	0.060893144	0.06916324	0.06916324	-0.68862396	0.31289816	0.36469296	0.32529613	0.7250933	1008	17136
52.8713450432	17	1.4655223	6.0533957	29.121212	-0.8757628	21.0	0.0	0.06978677	0.06978677	0.07770627	0.07770627	-0.6906102	0.24719884	0.26612478	0.22044414	0.7172227	1008	18144
55.3474030495	18	10.95853	18.431572	68.984856	-0.87030935	21.0	0.0	0.5218348	0.5218348	0.5310833	0.5310833	-0.6398139	0.317169	0.3688556	0.33108646	0.6766995	1008	19152
57.8037760258	19	11.601918	19.382675	69.1903	-0.9356352	21.0	0.0	0.5524723	0.5524723	0.5611088	0.5611088	-0.69078505	0.32465193	0.28960943	0.22056955	0.719746	1008	20160
60.1947100163	20	15.115178	19.803965	69.23224	-0.87682444	21.0	0.0	0.7197704	0.7197704	0.73504055	0.73504055	-0.5802691	0.29046643	0.41535637	0.344187	0.6218046	1008	21168
62.6394028664	21	28.339602	25.557112	79.00116	-1.022995	21.0	0.0	1.349505	1.349505	1.3627517	1.3627517	-0.5891961	0.2924316	0.4344314	0.28980184	0.6326393	1008	22176
65.083245039	22	38.92768	25.640759	79.0528	-0.8081328	21.0	0.0	1.8536991	1.8536991	1.8729987	1.8729987	-0.6238384	0.42220178	0.49721596	0.3312661	0.67356	1008	23184
67.5154130459	23	52.585285	22.871742	98.577805	-0.92038023	21.0	0.0	2.5040612	2.5040612	2.5293758	2.5293758	-0.5679076	0.35363156	0.55224377	0.31889617	0.623132	1008	24192
69.8933398724	24	50.26054	26.129145	108.85913	-0.8968104	21.0	0.0	2.393359	2.393359	2.4103692	2.4103692	-0.63087976	0.37290123	0.47256333	0.29109216	0.67813605	1008	25200
72.3373918533	25	56.86986	23.594202	98.75976	8.948974	21.0	0.0	2.7080886	2.7080886	2.7233474	2.7233474	-0.59518397	0.34590113	0.49226767	0.25670686	0.6444108	1008	26208
74.7876670361	26	63.06906	21.429598	98.685905	-0.580648	21.0	0.0	3.0032885	3.0032885	3.0295744	3.0295744	-0.5402932	0.41530192	0.58208203	0.34682983	0.59850144	1008	27216
77.2133538723	27	74.00858	23.452856	128.2738	19.03083	21.0	0.0	3.524218	3.524218	3.5552921	3.5552921	-0.5159606	0.39952132	0.7376964	0.32583436	0.5897302	1008	28224
79.6017999649	28	69.23707	22.604153	108.45794	-0.74496543	21.0	0.0	3.2970033	3.2970033	3.3222966	3.3222966	-0.5741084	0.42448363	0.83907723	0.3659733	0.6580162	1008	29232
81.992223978	29	76.40094	23.278212	118.42074	19.106487	21.0	0.0	3.63814	3.63814	3.676737	3.676737	-0.5136417	0.41682518	1.1329904	0.46625343	0.6269408	1008	30240
84.5565710068	30	78.26962	20.01937	118.50219	29.009727	21.0	0.0	3.727125	3.727125	3.7623835	3.7623835	-0.48183388	0.41909125	1.2930125	0.50508004	0.6111351	1008	31248
86.9435448647	31	88.77762	17.929972	128.41248	38.951553	21.0	0.0	4.227506	4.227506	4.272036	4.272036	-0.47553527	0.42627293	1.4580781	0.5097849	0.62134314	1008	32256
89.3281259537	32	88.52494	15.817682	118.302826	58.61412	21.0	0.0	4.2154737	4.2154737	4.25071	4.25071	-0.509784	0.43117806	1.3971398	0.44799125	0.6494979	1008	33264
91.7069380283	33	88.720634	16.652285	128.52913	58.262367	21.0	0.0	4.2247925	4.2247925	4.262177	4.262177	-0.47406453	0.43633118	1.4744544	0.4169486	0.6215099	1008	34272
94.1892778873	34	90.324554	17.084665	118.36517	48.741577	21.0	0.0	4.301169	4.301169	4.3368335	4.3368335	-0.4674032	0.39330265	1.5795522	0.4549714	0.62535846	1008	35280
96.6297600269	35	96.88562	16.413422	128.21655	58.688736	21.0	0.0	4.613601	4.613601	4.6560645	4.6560645	-0.52099705	0.49881682	1.5656929	0.47068873	0.6775663	1008	36288
98.964854002	36	94.778206	17.126604	127.93663	38.772076	21.0	0.0	4.5132484	4.5132484	4.5552254	4.5552254	-0.48895282	0.47753027	1.6713493	0.4660924	0.6560878	1008	37296
101.28507185	37	97.058044	17.338028	127.82229	39.008934	21.0	0.0	4.6218114	4.6218114	4.662563	4.662563	-0.4972734	0.51664037	1.6696193	0.47270954	0.66423535	1008	38304
103.625	38	102.803894	15.015113	138.20291	68.46688	21.0	0.0	4.8954234	4.8954234	4.94248	4.94248	-0.50708866	0.5228564	1.7305927	0.4648023	0.68014795	1008	39312
106.051009893	39	99.14755	13.560697	128.14705	68.560295	21.0	0.0	4.721312	4.721312	4.7620015	4.7620015	-0.48448664	0.48386908	1.7274698	0.513213	0.6572336	1008	40320
108.359889984	40	98.88096	18.22057	138.06393	48.420967	21.0	0.0	4.708617	4.708617	4.75203	4.75203	-0.47220874	0.5019438	1.7602844	0.48093706	0.64823717	1008	41328
110.696351051	41	100.03167	19.518385	137.8952	38.81529	21.0	0.0	4.763413	4.763413	4.7967463	4.7967463	-0.48250675	0.44228262	1.7466717	0.45546487	0.6571739	1008	42336
113.088942051	42	101.11637	18.974611	137.75883	18.873798	21.0	0.0	4.8150654	4.8150654	4.856561	4.856561	-0.41653523	0.45154765	1.7073004	0.42033157	0.5872653	1008	43344
115.529649973	43	103.159065	14.08674	128.02393	78.218254	21.0	0.0	4.912336	4.912336	4.955508	4.955508	-0.48837999	0.5472167	1.6816268	0.36844787	0.65654266	1008	44352
118.120918989	44	102.12967	15.85813	128.22177	68.44979	21.0	0.0	4.863317	4.863317	4.9046307	4.9046307	-0.5039257	0.55740505	1.8184876	0.4514294	0.6857744	1008	45360
120.574104071	45	100.33328	14.252556	128.1677	68.63012	21.0	0.0	4.777776	4.777776	4.8152905	4.8152905	-0.5003269	0.46735412	1.7298048	0.5026179	0.67330736	1008	46368
123.004006863	46	102.69735	15.14425	127.98091	48.151573	21.0	0.0	4.89035	4.89035	4.929648	4.929648	-0.48294094	0.44341418	1.7452866	0.38842872	0.65746963	1008	47376
125.574141026	47	104.52396	19.676582	137.971	58.299152	21.0	0.0	4.9773316	4.9773316	5.015658	5.015658	-0.4369974	0.4588884	1.7319642	0.4089045	0.61019385	1008	48384
127.973075867	48	106.84228	14.093984	128.23424	68.319916	21.0	0.0	5.087728	5.087728	5.1271863	5.1271863	-0.45857006	0.4551413	1.7308351	0.4322282	0.63165355	1008	49392
130.35770607	49	106.20063	15.988166	137.73514	48.232185	21.0	0.0	5.057173	5.057173	5.094871	5.094871	-0.4923435	0.4956006	1.7120146	0.38842583	0.66354495	1008	50400
132.722970963	50	104.05222	13.617999	137.35188	68.60974	21.0	0.0	4.954868	4.954868	4.99043	4.99043	-0.51712805	0.47082448	1.7437191	0.3645233	0.69149995	1008	51408
135.150279999	51	101.630424	15.255635	137.391	68.61943	21.0	0.0	4.8395443	4.8395443	4.877125	4.877125	-0.4582925	0.4198395	1.6940278	0.37807122	0.6276953	1008	52416
137.668346882	52	102.26419	13.806974	127.927635	68.432495	21.0	0.0	4.869724	4.869724	4.903847	4.903847	-0.50691545	0.49798483	1.5973511	0.29255745	0.66665053	1008	53424
140.03863287	53	109.69458	11.488619	138.15573	88.337166	21.0	0.0	5.2235513	5.2235513	5.257948	5.257948	-0.50871927	0.41501784	1.6631701	0.3914157	0.6750363	1008	54432
142.398406982	54	109.02478	14.447684	137.52214	58.477013	21.0	0.0	5.191656	5.191656	5.226407	5.226407	-0.4873888	0.42891484	1.6498005	0.35747048	0.6523689	1008	55440
144.745872021	55	110.22947	12.977322	137.80316	78.37216	21.0	0.0	5.2490225	5.2490225	5.28542	5.28542	-0.42740214	0.39300635	1.6489546	0.27683923	0.5922976	1008	56448
147.292319059	56	104.89713	14.99135	137.05434	68.13148	21.0	0.0	4.9951015	4.9951015	5.0297627	5.0297627	-0.52088124	0.48887607	1.6200128	0.30761385	0.68288255	1008	57456
149.689161062	57	108.11359	13.265996	137.58913	78.418045	21.0	0.0	5.148266	5.148266	5.1817193	5.1817193	-0.53413844	0.42809814	1.6664367	0.35263032	0.7007821	1008	58464
152.049329996	58	112.28516	11.385209	137.38791	88.07385	21.0	0.0	5.346912	5.346912	5.3819513	5.3819513	-0.5550835	0.49781132	1.6433136	0.3571699	0.71941483	1008	59472
154.441311836	59	108.3292	14.707622	137.65086	68.5833	21.0	0.0	5.158533	5.158533	5.1899247	5.1899247	-0.48412064	0.42398456	1.5915997	0.3229564	0.6432806	1008	60480
156.992815971	60	109.11643	16.131977	128.11018	48.556812	21.0	0.0	5.1960206	5.1960206	5.2280574	5.2280574	-0.4861334	0.46204785	1.6432927	0.28243837	0.6504627	1008	61488
159.38693285	61	111.85331	12.7316	138.08308	78.14912	21.0	0.0	5.3263483	5.3263483	5.3593035	5.3593035	-0.55257076	0.5572567	1.6213176	0.30553076	0.7147025	1008	62496
161.743363857	62	110.37571	15.585266	138.04663	68.102875	21.0	0.0	5.255986	5.255986	5.288969	5.288969	-0.49270356	0.44802448	1.6462134	0.2820377	0.6573249	1008	63504
164.115305901	63	111.83616	12.907756	137.7992	87.65845	21.0	0.0	5.3255315	5.3255315	5.35895	5.35895	-0.5777302	0.46083793	1.6593664	0.30408522	0.7436669	1008	64512
166.443024874	64	112.23468	12.213692	137.6645	88.156525	21.0	0.0	5.3445086	5.3445086	5.3795557	5.3795557	-0.52309555	0.45520675	1.6175381	0.25071156	0.68484926	1008	65520
169.016351938	65	111.6327	12.367842	137.67036	87.98425	21.0	0.0	5.315843	5.315843	5.3494496	5.3494496	-0.53760606	0.44537285	1.7163097	0.28864554	0.709237	1008	66528
171.308480024	66	112.00521	15.496086	137.67635	68.341255	21.0	0.0	5.3335814	5.3335814	5.3660655	5.3660655	-0.53219974	0.46648768	1.6269	0.25747535	0.6948898	1008	67536
173.641851902	67	113.68502	13.810644	137.90813	87.83512	21.0	0.0	5.4135723	5.4135723	5.450456	5.450456	-0.5306516	0.48280233	1.7193327	0.45517984	0.70258486	1008	68544
175.97982502	68	112.02999	14.959052	137.73491	68.104164	21.0	0.0	5.334761	5.334761	5.3694534	5.3694534	-0.54995656	0.5474359	1.651738	0.23002878	0.7151303	1008	69552
178.616385937	69	111.56185	17.87893	147.0471	48.125046	21.0	0.0	5.312469	5.312469	5.3464484	5.3464484	-0.4999922	0.40914315	1.6505287	0.25813112	0.6650451	1008	70560
181.03364706	70	110.33093	13.0273905	137.60658	68.22398	21.0	0.0	5.253854	5.253854	5.280732	5.280732	-0.49967617	0.39916	1.6310399	0.268392	0.66278017	1008	71568
183.406280994	71	116.67126	17.152864	147.86674	48.450985	21.0	0.0	5.555774	5.555774	5.5881863	5.5881863	-0.48160788	0.4077248	1.6302876	0.33135077	0.64463663	1008	72576
185.75158596	72	113.60429	14.510778	137.96088	77.95976	21.0	0.0	5.409728	5.409728	5.441979	5.441979	-0.5620574	0.42269012	1.6046938	0.23276061	0.72252685	1008	73584
188.180804968	73	115.62217	12.376991	147.22812	78.42222	21.0	0.0	5.505818	5.505818	5.5403557	5.5403557	-0.5479003	0.4216398	1.6495899	0.32483485	0.7128594	1008	74592
190.584532022	74	115.40841	11.46606	137.5332	88.079384	21.0	0.0	5.4956384	5.4956384	5.5314775	5.5314775	-0.5328922	0.53682625	1.6610297	0.3309749	0.6989952	1008	75600
192.907165051	75	115.62614	11.911799	137.7981	87.72214	21.0	0.0	5.5060062	5.5060062	5.54019	5.54019	-0.5235343	0.41216105	1.7121847	0.34355336	0.6947528	1008	76608
195.233468056	76	114.6127	14.441996	137.88007	78.092384	21.0	0.0	5.4577475	5.4577475	5.4915075	5.4915075	-0.52124995	0.4632055	1.7366229	0.35416177	0.6949122	1008	77616
197.602861881	77	115.445045	11.97303	137.29776	87.97648	21.0	0.0	5.497383	5.497383	5.5336423	5.5336423	-0.49841785	0.38650087	1.7194061	0.27639276	0.6703584	1008	78624
200.12864399	78	114.57511	14.558321	137.48772	68.210396	21.0	0.0	5.455958	5.455958	5.4908776	5.4908776	-0.52282786	0.4278812	1.6524568	0.329911	0.6880735	1008	79632
202.525997877	79	117.853516	10.529242	146.88971	87.99426	21.0	0.0	5.612072	5.612072	5.6458125	5.6458125	-0.48039412	0.4496643	1.7071722	0.18704005	0.65111136	1008	80640
204.897876024	80	114.16467	14.602033	137.61636	78.27141	21.0	0.0	5.436413	5.436413	5.467699	5.467699	-0.44713852	0.38568792	1.6988269	0.41217217	0.6170212	1008	81648
207.277853012	81	114.14465	13.842731	137.54218	78.37083	21.0	0.0	5.43546	5.43546	5.470142	5.470142	-0.5692811	0.4243065	1.6692423	0.20160247	0.73620534	1008	82656
209.775557041	82	115.98342	12.504893	137.32318	87.606575	21.0	0.0	5.5230203	5.5230203	5.558083	5.558083	-0.43152952	0.39202997	1.7922608	0.4875983	0.6107556	1008	83664
212.200661898	83	117.542175	11.3418045	137.3888	88.06761	21.0	0.0	5.5972466	5.5972466	5.631484	5.631484	-0.5806512	0.5593476	1.6538651	0.31681526	0.7460378	1008	84672
214.579838037	84	117.114136	11.729424	137.54324	78.08091	21.0	0.0	5.576864	5.576864	5.6148267	5.6148267	-0.51533365	0.41238314	1.7052398	0.32832143	0.68585765	1008	85680
216.986458063	85	118.19715	11.992064	137.47433	78.22175	21.0	0.0	5.6284356	5.6284356	5.6603613	5.6603613	-0.4781	0.40819678	1.6883293	0.2417796	0.64693296	1008	86688
219.359711885	86	117.78805	13.125063	147.43138	78.20144	21.0	0.0	5.608955	5.608955	5.6405754	5.6405754	-0.55708855	0.41718936	1.6735936	0.36675408	0.72444797	1008	87696
221.868594885	87	115.66273	12.641158	137.23099	77.967705	21.0	0.0	5.5077496	5.5077496	5.5420055	5.5420055	-0.5120113	0.38690647	1.7210572	0.3285055	0.6841171	1008	88704
224.277673006	88	114.67212	13.673026	137.41212	77.64945	21.0	0.0	5.460577	5.460577	5.493237	5.493237	-0.49562815	0.4344473	1.6442542	0.18389821	0.66005355	1008	89712
226.668987989	89	116.50559	12.107796	147.00963	68.65572	21.0	0.0	5.5478854	5.5478854	5.5787296	5.5787296	-0.5202613	0.4346361	1.6991395	0.24001446	0.6901753	1008	90720
229.056303024	90	119.533394	12.750531	137.648	87.785675	21.0	0.0	5.6920667	5.6920667	5.726187	5.726187	-0.5510422	0.4921362	1.6328212	0.38566294	0.71432436	1008	91728
231.571681023	91	118.286354	11.162129	137.49164	97.463196	21.0	0.0	5.6326838	5.6326838	5.6649003	5.6649003	-0.463969	0.3694482	1.6590863	0.1813959	0.62987757	1008	92736
234.010324001	92	122.770515	11.51193	147.12392	87.94147	21.0	0.0	5.8462152	5.8462152	5.8787293	5.8787293	-0.4408827	0.3888243	1.7220051	0.44163945	0.61308324	1008	93744
236.387480974	93	122.1207	10.204339	147.03642	98.261345	21.0	0.0	5.815271	5.815271	5.8491564	5.8491564	-0.48832577	0.5171137	1.7342582	0.44104865	0.6617516	1008	94752
238.782944918	94	122.19379	12.994788	147.32153	78.129074	21.0	0.0	5.818752	5.818752	5.855464	5.855464	-0.47152448	0.42509183	1.6937599	0.40112364	0.6409005	1008	95760
241.395202875	95	124.99697	9.220055	146.861	107.34804	21.0	0.0	5.9522367	5.9522367	5.988553	5.988553	-0.4750499	0.41441703	1.7761843	0.5296568	0.65266836	1008	96768
243.966001987	96	121.08535	9.354782	137.4247	97.63206	21.0	0.0	5.765969	5.765969	5.799234	5.799234	-0.50137305	0.40784425	1.7143703	0.33971468	0.6728101	1008	97776
246.498643875	97	122.56881	9.425193	137.61987	97.40337	21.0	0.0	5.83661	5.83661	5.8705463	5.8705463	-0.43996337	0.38245597	1.750487	0.47805312	0.61501205	1008	98784
248.943740845	98	118.2152	12.015067	137.50262	77.93701	21.0	0.0	5.629296	5.629296	5.6606364	5.6606364	-0.5360685	0.41486493	1.6951895	0.35383058	0.70558745	1008	99792
251.403271914	99	121.714714	9.001367	137.18652	97.560524	21.0	0.0	5.795938	5.795938	5.8301296	5.8301296	-0.53284997	0.44023153	1.7372775	0.47413883	0.7065777	1008	100800
