Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
938.2323620319366	67	-42.40770387037284	-0.644944284029761	6.529433193045601	-29.036342140332547	-82.40036988171187	19.972916666666666	0.592747692014814	252	685440	-43.4321335394784	-0.7145276971154777
952.5445659160614	68	-42.786246978028885	-0.6241711833848818	7.093051773499481	-28.014942052333414	-83.44617035375438	19.983333333333334	0.36476781047065476	252	695520	-42.997118691837066	-0.6316799041075932
967.451719045639	69	-42.31544589741421	-0.623978016463973	8.270274744873635	-28.86425988583619	-129.77794602577546	20.0	0.0	252	705600	-41.64219759323102	-0.5920712761457262
982.9192960262299	70	-41.713837249041475	-0.5919954389653085	6.714752833807456	-28.23738276794806	-75.5388313047709	20.0	0.0	252	715680	-41.932229695506365	-0.5730238222308025
997.8905429840088	71	-41.495195958433534	-0.5815701433741921	7.265295845297172	-29.2929847081214	-90.24110236029799	20.0	0.0	252	725760	-41.915682730090076	-0.5594500060866658
1012.3140070438385	72	-40.591179617627205	-0.553764303967517	6.653622080720839	-28.120652300154504	-92.78448078187098	19.99375	0.13678792892649566	252	735840	-41.896026125151344	-0.6225190421082223
1026.7348330020905	73	-40.14881489151792	-0.5561398731201402	6.181074252245176	-26.845140352652123	-71.25356492911152	19.95625	0.6771282036414278	252	745920	-40.266724599354525	-0.5681589661585679
1042.1227729320526	74	-40.621345157744955	-0.5897035480765396	7.352191617427149	-27.340206375134073	-90.0587732190485	19.958333333333332	0.6473771869800653	252	756000	-38.45752705886484	-0.5255546650109841
1057.3700859546661	75	-39.225985888726036	-0.5527820242605834	5.863896659157254	-27.77459968031169	-64.10888085859855	19.985416666666666	0.24536502003251304	252	766080	-39.6833347459855	-0.5008922528189749
1071.1714599132538	76	-39.10359053842792	-0.4869268645950055	6.395233217310581	-27.466694006613743	-72.62026996530881	19.970833333333335	0.4509057243174256	252	776160	-38.356191698043766	-0.43624635896222325
1085.3983089923859	77	-38.34691923818829	-0.49354025269683505	6.072313720296868	-27.739558282812784	-71.1873780967386	20.0	0.0	252	786240	-36.594115150783274	-0.38245515458926516
1100.088005065918	78	-37.51279362362826	-0.48881289356418495	5.642490871437137	-24.018399260300843	-64.41066578294675	19.972916666666666	0.39960375338855636	252	796320	-37.34087718762836	-0.42800754925233225
1114.415920972824	79	-37.27054760012641	-0.4555670857388892	6.342870538816825	-24.931249370126295	-78.83485034569557	19.98125	0.41036378677948665	252	806400	-37.925877194895584	-0.41270982096045056
1129.220505952835	80	-37.88094236854583	-0.48103742588963644	6.32332248742341	-23.140230831093287	-70.81839441838517	19.889583333333334	1.13756677154452	252	816480	-37.710505656562965	-0.48139892475239615
1143.8195688724518	81	-37.814107262763955	-0.4590418132730862	6.568460544169829	-26.51723767231817	-72.52873933736547	19.985416666666666	0.2772555855563999	252	826561	-37.48764957083903	-0.4794939103731373
1158.6424350738525	82	-36.74764015722851	-0.42360607432249914	6.398112611946188	-25.319842398982214	-84.7251785718347	19.93125	0.8425299821569161	252	836641	-35.82032105272689	-0.45969269630082715
