Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.20527601242	0	-0.41354844	0.071945384	-0.2635132	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.019692782	-0.019692782	1008	1008
3.0417881012	1	-0.40485892	0.08259604	-0.29320493	-0.657525	21.0	0.0	-0.019278998	-0.019278998	-0.019278998	-0.019278998	1008	2016
3.46974897385	2	-0.41975376	0.070340835	-0.29812744	-0.54269326	21.0	0.0	-0.019988274	-0.019988274	-0.019988274	-0.019988274	1008	3024
3.9010310173	3	-0.43885252	0.08856198	-0.29661092	-0.65147287	21.0	0.0	-0.02089774	-0.02089774	-0.02089774	-0.02089774	1008	4032
4.33860111237	4	-0.41270325	0.084880725	-0.2619873	-0.632418	21.0	0.0	-0.019652534	-0.019652534	-0.019652534	-0.019652534	1008	5040
4.76503896713	5	-0.4112605	0.093506455	-0.26369983	-0.6027685	21.0	0.0	-0.019583832	-0.019583832	-0.019583832	-0.019583832	1008	6048
5.19063305855	6	-0.4016761	0.07883605	-0.22610977	-0.57674056	21.0	0.0	-0.019127436	-0.019127436	-0.019127436	-0.019127436	1008	7056
5.62037396431	7	-0.4086568	0.10207561	-0.16342808	-0.7325888	21.0	0.0	-0.019459845	-0.019459845	-0.019459845	-0.019459845	1008	8064
6.04687595367	8	-0.4186151	0.10660703	-0.21595855	-0.6992402	21.0	0.0	-0.019934053	-0.019934053	-0.019934053	-0.019934053	1008	9072
6.472178936	9	-0.4462172	0.094469264	-0.2508086	-0.6842365	21.0	0.0	-0.02124844	-0.02124844	-0.02124844	-0.02124844	1008	10080
6.90495610237	10	-0.45361874	0.10062437	-0.17654033	-0.6628319	21.0	0.0	-0.02160089	-0.02160089	-0.02160089	-0.02160089	1008	11088
7.38382697105	11	-0.44960943	0.1003031	-0.27467665	-0.69961303	21.0	0.0	-0.021409974	-0.021409974	-0.021409974	-0.021409974	1008	12096
7.88192009926	12	0.334054	5.684893	39.301563	-0.71053994	21.0	0.0	0.015907332	0.015907332	0.015907332	0.015907332	1008	13104
8.31565308571	13	0.32961667	3.9684858	19.389153	-0.71924627	21.0	0.0	0.015696034	0.015696034	0.015696034	0.015696034	1008	14112
8.74912905693	14	2.8140895	9.143535	39.209385	-0.78291047	21.0	0.0	0.13400425	0.13400425	0.13400425	0.13400425	1008	15120
9.17746210098	15	2.7899005	8.924365	39.34924	-0.7408268	21.0	0.0	0.13285242	0.13285242	0.13285242	0.13285242	1008	16128
9.65157699585	16	2.987523	9.185212	39.34777	-0.70382893	21.0	0.0	0.14226301	0.14226301	0.14226301	0.14226301	1008	17136
10.130464077	17	3.996458	11.117451	39.344063	-0.8345548	21.0	0.0	0.19030753	0.19030753	0.19030753	0.19030753	1008	18144
10.5646879673	18	9.992631	17.868593	59.264076	-0.8115586	21.0	0.0	0.47583959	0.47583959	0.47583959	0.47583959	1008	19152
11.004347086	19	13.0907545	20.868755	79.28839	-0.89900666	21.0	0.0	0.6233693	0.6233693	0.6233693	0.6233693	1008	20160
11.4367189407	20	12.044136	20.916086	69.16476	-0.7985286	21.0	0.0	0.57353026	0.57353026	0.57353026	0.57353026	1008	21168
11.8775279522	21	13.450127	18.408503	59.146683	-0.8685339	21.0	0.0	0.6404822	0.6404822	0.6404822	0.6404822	1008	22176
12.3067779541	22	15.128623	20.302748	68.95344	-1.2466838	21.0	0.0	0.7204105	0.7204105	0.7204105	0.7204105	1008	23184
12.7448771	23	18.224985	23.808279	89.12784	-0.8468975	21.0	0.0	0.86785656	0.86785656	0.86785656	0.86785656	1008	24192
13.1834549904	24	31.908173	25.213234	79.069405	-0.87355196	21.0	0.0	1.5194368	1.5194368	1.5194368	1.5194368	1008	25200
13.6140089035	25	28.189577	25.310818	78.939644	-1.04692	21.0	0.0	1.342361	1.342361	1.342361	1.342361	1008	26208
14.0492939949	26	37.919605	25.662525	98.96167	-0.6661852	21.0	0.0	1.8056954	1.8056954	1.8056954	1.8056954	1008	27216
14.4785718918	27	39.367004	25.244827	98.830376	-0.5988591	21.0	0.0	1.8746192	1.8746192	1.8746192	1.8746192	1008	28224
14.9208779335	28	49.308975	24.836523	98.72645	-0.6759698	21.0	0.0	2.3480465	2.3480465	2.3480465	2.3480465	1008	29232
15.4035079479	29	47.404175	30.745195	98.80617	-0.839281	21.0	0.0	2.2573416	2.2573416	2.2573416	2.2573416	1008	30240
15.941931963	30	43.68429	29.053741	108.802765	-0.93941766	21.0	0.0	2.080204	2.080204	2.080204	2.080204	1008	31248
16.3987851143	31	54.422226	29.85109	108.897865	-0.82650226	21.0	0.0	2.5915344	2.5915344	2.5915344	2.5915344	1008	32256
16.8365290165	32	51.10493	27.863848	108.67136	-0.9305978	21.0	0.0	2.433568	2.433568	2.433568	2.433568	1008	33264
17.2694320679	33	54.997177	27.1485	108.544014	-0.77209246	21.0	0.0	2.6189134	2.6189134	2.6189134	2.6189134	1008	34272
17.725233078	34	56.068546	22.628098	108.783195	-0.75664955	21.0	0.0	2.669931	2.669931	2.669931	2.669931	1008	35280
18.2324631214	35	64.58277	23.418928	118.518555	-0.7338875	21.0	0.0	3.0753696	3.0753696	3.0753696	3.0753696	1008	36288
18.6861319542	36	62.691772	22.22848	98.828476	-0.6895448	21.0	0.0	2.9853225	2.9853225	2.9853225	2.9853225	1008	37296
19.1229929924	37	62.22221	26.906075	118.73877	-0.87321836	21.0	0.0	2.9629624	2.9629624	2.9629624	2.9629624	1008	38304
19.5689580441	38	69.093285	23.643179	108.769775	-0.8538694	21.0	0.0	3.2901564	3.2901564	3.2901564	3.2901564	1008	39312
20.0239739418	39	67.668526	19.952679	108.768974	28.940342	21.0	0.0	3.2223108	3.2223108	3.2223108	3.2223108	1008	40320
20.5427260399	40	72.19059	22.159788	118.45179	9.234779	21.0	0.0	3.4376473	3.4376473	3.4376473	3.4376473	1008	41328
20.9952249527	41	70.498505	24.218853	108.890274	-0.92258525	21.0	0.0	3.3570716	3.3570716	3.3570716	3.3570716	1008	42336
21.4429690838	42	69.07322	26.26282	108.639046	-0.8682965	21.0	0.0	3.289201	3.289201	3.289201	3.289201	1008	43344
21.8797459602	43	72.35954	24.219082	108.51563	-0.93431914	21.0	0.0	3.4456925	3.4456925	3.4456925	3.4456925	1008	44352
22.3111250401	44	76.929375	21.27448	118.64966	28.823559	21.0	0.0	3.6633039	3.6633039	3.6633039	3.6633039	1008	45360
22.7483971119	45	70.48402	23.418657	118.22402	18.880085	21.0	0.0	3.356382	3.356382	3.356382	3.356382	1008	46368
23.1944179535	46	80.85268	21.473032	118.730286	-0.9875679	21.0	0.0	3.8501275	3.8501275	3.8501275	3.8501275	1008	47376
23.640542984	47	79.15475	23.228739	118.58409	19.107666	21.0	0.0	3.769274	3.769274	3.769274	3.769274	1008	48384
24.074103117	48	78.93714	21.113934	108.7301	29.156197	21.0	0.0	3.7589116	3.7589116	3.7589116	3.7589116	1008	49392
24.5145959854	49	87.67138	13.778706	118.515465	58.750523	21.0	0.0	4.1748276	4.1748276	4.1748276	4.1748276	1008	50400
24.9502120018	50	75.44204	22.71499	118.6064	18.885849	21.0	0.0	3.592478	3.592478	3.592478	3.592478	1008	51408
25.382600069	51	80.97565	25.005045	128.49054	-0.7978363	21.0	0.0	3.8559833	3.8559833	3.8559833	3.8559833	1008	52416
25.8242540359	52	78.52217	24.581234	118.76244	19.13992	21.0	0.0	3.7391508	3.7391508	3.7391508	3.7391508	1008	53424
26.2676260471	53	83.69717	17.77455	118.50792	48.621147	21.0	0.0	3.9855788	3.9855788	3.9855788	3.9855788	1008	54432
26.7074561119	54	81.36301	19.63092	118.39583	18.935057	21.0	0.0	3.874429	3.874429	3.874429	3.874429	1008	55440
27.146668911	55	80.199646	20.791668	118.636314	29.000551	21.0	0.0	3.8190312	3.8190312	3.8190312	3.8190312	1008	56448
27.5914309025	56	82.43879	20.756893	118.32185	28.969666	21.0	0.0	3.9256566	3.9256566	3.9256566	3.9256566	1008	57456
28.0337729454	57	87.452675	19.486454	118.752686	38.93486	21.0	0.0	4.164413	4.164413	4.164413	4.164413	1008	58464
28.5262548923	58	86.151344	18.211712	118.56275	48.793602	21.0	0.0	4.102445	4.102445	4.102445	4.102445	1008	59472
28.995445013	59	86.34238	22.342964	128.5573	28.829699	21.0	0.0	4.1115417	4.1115417	4.1115417	4.1115417	1008	60480
29.4351859093	60	90.30591	19.816978	128.57706	29.096886	21.0	0.0	4.300281	4.300281	4.300281	4.300281	1008	61488
29.8780050278	61	86.154625	19.504206	118.69076	38.833946	21.0	0.0	4.102601	4.102601	4.102601	4.102601	1008	62496
30.3124101162	62	87.61599	19.892483	118.21306	9.049336	21.0	0.0	4.1721897	4.1721897	4.1721897	4.1721897	1008	63504
30.8410310745	63	92.947365	18.76561	138.27217	48.938187	21.0	0.0	4.426065	4.426065	4.426065	4.426065	1008	64512
31.2774279118	64	87.36022	21.819115	118.5024	28.85653	21.0	0.0	4.16001	4.16001	4.16001	4.16001	1008	65520
31.7160079479	65	87.61096	16.749376	118.24533	48.660374	21.0	0.0	4.1719503	4.1719503	4.1719503	4.1719503	1008	66528
32.1538000107	66	88.42251	21.665535	118.460304	28.729439	21.0	0.0	4.2105956	4.2105956	4.2105956	4.2105956	1008	67536
32.5925960541	67	90.70425	18.577553	118.56549	38.690826	21.0	0.0	4.3192496	4.3192496	4.3192496	4.3192496	1008	68544
33.0271499157	68	94.38157	18.326612	128.39227	58.830154	21.0	0.0	4.4943604	4.4943604	4.4943604	4.4943604	1008	69552
33.4648768902	69	91.67405	18.336931	118.60783	38.78701	21.0	0.0	4.365431	4.365431	4.365431	4.365431	1008	70560
33.9032349586	70	92.72897	17.93935	128.30237	39.21286	21.0	0.0	4.4156656	4.4156656	4.4156656	4.4156656	1008	71568
34.3397669792	71	93.08188	19.891592	128.55084	29.074516	21.0	0.0	4.4324703	4.4324703	4.4324703	4.4324703	1008	72576
34.7848320007	72	90.206505	15.860103	118.23551	48.771553	21.0	0.0	4.2955484	4.2955484	4.2955484	4.2955484	1008	73584
35.2261369228	73	93.07401	18.525772	128.12503	58.7063	21.0	0.0	4.432096	4.432096	4.432096	4.432096	1008	74592
35.6669530869	74	96.19283	16.961182	137.84532	68.31937	21.0	0.0	4.5806108	4.5806108	4.5806108	4.5806108	1008	75600
36.1175200939	75	94.98238	16.215645	138.08597	48.69769	21.0	0.0	4.5229707	4.5229707	4.5229707	4.5229707	1008	76608
36.5636160374	76	93.95062	13.775785	118.68744	68.13913	21.0	0.0	4.4738393	4.4738393	4.4738393	4.4738393	1008	77616
36.9977269173	77	92.85432	15.097488	128.3857	58.804066	21.0	0.0	4.421634	4.421634	4.421634	4.421634	1008	78624
37.4338839054	78	90.85642	17.832706	128.42023	29.024792	21.0	0.0	4.3264966	4.3264966	4.3264966	4.3264966	1008	79632
37.8791179657	79	92.697685	15.132722	118.447014	58.780243	21.0	0.0	4.4141755	4.4141755	4.4141755	4.4141755	1008	80640
38.3173151016	80	89.74862	16.197357	128.23146	48.43545	21.0	0.0	4.2737436	4.2737436	4.2737436	4.2737436	1008	81648
38.8076939583	81	92.683556	17.144897	128.39684	58.808586	21.0	0.0	4.4135027	4.4135027	4.4135027	4.4135027	1008	82656
39.2959749699	82	96.62225	17.24674	128.32936	58.70065	21.0	0.0	4.60106	4.60106	4.60106	4.60106	1008	83664
39.7354800701	83	92.83553	17.427118	118.52576	48.740505	21.0	0.0	4.4207397	4.4207397	4.4207397	4.4207397	1008	84672
40.1740720272	84	92.224205	17.503916	118.63181	58.490875	21.0	0.0	4.3916283	4.3916283	4.3916283	4.3916283	1008	85680
40.6240930557	85	93.34153	16.374529	118.60613	58.442493	21.0	0.0	4.4448347	4.4448347	4.4448347	4.4448347	1008	86688
41.1775419712	86	97.00822	17.765541	128.27861	39.00261	21.0	0.0	4.619439	4.619439	4.619439	4.619439	1008	87696
41.6689329147	87	97.636635	17.664585	128.1475	38.987972	21.0	0.0	4.649364	4.649364	4.649364	4.649364	1008	88704
42.1457901001	88	98.08234	16.163063	128.44656	58.97328	21.0	0.0	4.6705875	4.6705875	4.6705875	4.6705875	1008	89712
